job_name,status,start_time,end_time,duration_min,sla_limit_min,sla_breached,error_code,run_date
CASH_FLOW_EXTRACT,SUCCESS,2024-09-16 08:08:00,2024-09-16 08:27:00,19,20,False,,2024-09-16
TRANS_LOG_PARSER,RUNNING,2024-05-05 11:18:00,2024-05-05 11:28:00,10,25,False,,2024-05-05
RISK_CALC_JOB,ABENDED,2024-12-26 09:39:00,2024-12-26 09:56:00,17,40,False,RC=8,2024-12-26
NAV_CALC_BATCH,ABENDED,2024-06-02 21:06:00,2024-06-02 21:11:00,5,50,False,ABEND S0C7,2024-06-02
CASH_FLOW_EXTRACT,RUNNING,2024-10-10 04:17:00,2024-10-10 04:26:00,9,20,False,,2024-10-10
FX_RATE_LOAD,SUCCESS,2024-06-24 06:43:00,2024-06-24 06:50:00,7,10,False,,2024-06-24
DIVIDEND_PROC,SUCCESS,2024-01-27 02:40:00,2024-01-27 02:58:00,18,30,False,,2024-01-27
COMPLIANCE_RPT,SUCCESS,2024-01-02 10:49:00,2024-01-02 11:02:00,13,55,False,,2024-01-02
NAV_CALC_BATCH,LATE,2024-03-23 23:28:00,2024-03-24 00:58:00,90,50,True,,2024-03-23
TRADE_SETTLE_CHK,SUCCESS,2024-01-05 03:04:00,2024-01-05 03:37:00,33,35,False,,2024-01-05
TRADE_SETTLE_CHK,RUNNING,2024-10-06 01:53:00,2024-10-06 02:09:00,16,35,False,,2024-10-06
FX_RATE_LOAD,SUCCESS,2024-08-08 04:02:00,2024-08-08 04:09:00,7,10,False,,2024-08-08
TRANS_LOG_PARSER,RUNNING,2024-01-21 11:13:00,2024-01-21 11:25:00,12,25,False,,2024-01-21
NAV_CALC_BATCH,SUCCESS,2024-10-13 13:39:00,2024-10-13 13:53:00,14,50,False,,2024-10-13
EOD_CLOSE_PROC,RUNNING,2024-03-24 05:56:00,2024-03-24 06:53:00,57,70,False,,2024-03-24
PORTF_RPT_DAILY,SUCCESS,2024-06-19 13:51:00,2024-06-19 14:17:00,26,30,False,,2024-06-19
COMPLIANCE_RPT,FAILED,2024-05-07 08:10:00,2024-05-07 08:36:00,26,55,False,RC=8,2024-05-07
POSITION_SYNC,ABENDED,2024-08-28 07:12:00,2024-08-28 07:20:00,8,20,False,ABEND S0C7,2024-08-28
SLA_MONITOR_BATCH,ABENDED,2024-04-26 07:01:00,2024-04-26 07:07:00,6,15,False,RC=12,2024-04-26
POSITION_SYNC,SUCCESS,2024-02-05 08:22:00,2024-02-05 08:37:00,15,20,False,,2024-02-05
DIVIDEND_PROC,SUCCESS,2024-10-01 10:01:00,2024-10-01 10:09:00,8,30,False,,2024-10-01
EOD_CLOSE_PROC,LATE,2024-04-01 18:16:00,2024-04-01 19:33:00,77,70,True,,2024-04-01
CASH_FLOW_EXTRACT,SUCCESS,2024-06-25 23:50:00,2024-06-26 00:00:00,10,20,False,,2024-06-25
POSITION_SYNC,SUCCESS,2024-09-18 03:24:00,2024-09-18 03:43:00,19,20,False,,2024-09-18
FX_RATE_LOAD,SUCCESS,2024-01-23 22:27:00,2024-01-23 22:32:00,5,10,False,,2024-01-23
DIVIDEND_PROC,RUNNING,2024-10-02 21:46:00,2024-10-02 22:14:00,28,30,False,,2024-10-02
TRADE_SETTLE_CHK,FAILED,2024-07-05 13:04:00,2024-07-05 13:15:00,11,35,False,JCL ERROR,2024-07-05
TRANS_LOG_PARSER,FAILED,2024-03-04 23:57:00,2024-03-05 00:02:00,5,25,False,JCL ERROR,2024-03-04
SLA_MONITOR_BATCH,FAILED,2024-06-16 12:44:00,2024-06-16 12:47:00,3,15,False,JCL ERROR,2024-06-16
INVEST_RECON_JOB,SUCCESS,2024-12-06 12:43:00,2024-12-06 12:59:00,16,45,False,,2024-12-06
FX_RATE_LOAD,SUCCESS,2024-07-26 17:53:00,2024-07-26 17:58:00,5,10,False,,2024-07-26
SLA_MONITOR_BATCH,SUCCESS,2024-08-08 18:38:00,2024-08-08 18:48:00,10,15,False,,2024-08-08
RISK_CALC_JOB,SUCCESS,2024-12-11 06:32:00,2024-12-11 07:07:00,35,40,False,,2024-12-11
PERF_ATTR_JOB,RUNNING,2024-03-27 21:05:00,2024-03-27 21:28:00,23,45,False,,2024-03-27
DIVIDEND_PROC,FAILED,2024-11-13 10:05:00,2024-11-13 10:19:00,14,30,False,RC=12,2024-11-13
NAV_CALC_BATCH,SUCCESS,2024-04-11 04:01:00,2024-04-11 04:08:00,7,50,False,,2024-04-11
CLIENT_STMT_GEN,LATE,2024-11-08 02:29:00,2024-11-08 04:00:00,91,60,True,,2024-11-08
EOD_CLOSE_PROC,SUCCESS,2024-04-09 22:44:00,2024-04-09 23:38:00,54,70,False,,2024-04-09
RISK_CALC_JOB,SUCCESS,2024-03-16 20:44:00,2024-03-16 20:49:00,5,40,False,,2024-03-16
EOD_CLOSE_PROC,FAILED,2024-02-24 13:14:00,2024-02-24 13:26:00,12,70,False,JCL ERROR,2024-02-24
RISK_CALC_JOB,SUCCESS,2024-05-07 03:29:00,2024-05-07 03:42:00,13,40,False,,2024-05-07
PERF_ATTR_JOB,SUCCESS,2024-09-28 17:38:00,2024-09-28 18:03:00,25,45,False,,2024-09-28
PERF_ATTR_JOB,RUNNING,2024-11-09 23:57:00,2024-11-10 00:34:00,37,45,False,,2024-11-09
POSITION_SYNC,ABENDED,2024-10-07 14:57:00,2024-10-07 15:00:00,3,20,False,ABEND S222,2024-10-07
RISK_CALC_JOB,SUCCESS,2024-05-06 20:17:00,2024-05-06 20:55:00,38,40,False,,2024-05-06
RISK_CALC_JOB,SUCCESS,2024-05-20 14:04:00,2024-05-20 14:27:00,23,40,False,,2024-05-20
CLIENT_STMT_GEN,SUCCESS,2024-06-12 17:05:00,2024-06-12 17:18:00,13,60,False,,2024-06-12
INVEST_RECON_JOB,SUCCESS,2024-12-21 04:45:00,2024-12-21 05:03:00,18,45,False,,2024-12-21
CASH_FLOW_EXTRACT,SUCCESS,2024-06-18 17:29:00,2024-06-18 17:40:00,11,20,False,,2024-06-18
PORTF_RPT_DAILY,SUCCESS,2024-08-03 12:57:00,2024-08-03 13:26:00,29,30,False,,2024-08-03
FX_RATE_LOAD,LATE,2024-01-11 18:24:00,2024-01-11 19:09:00,45,10,True,,2024-01-11
PORTF_RPT_DAILY,LATE,2024-06-01 12:54:00,2024-06-01 14:22:00,88,30,True,,2024-06-01
POSITION_SYNC,SUCCESS,2024-10-06 19:57:00,2024-10-06 20:05:00,8,20,False,,2024-10-06
RISK_CALC_JOB,SUCCESS,2024-08-11 15:01:00,2024-08-11 15:30:00,29,40,False,,2024-08-11
TRANS_LOG_PARSER,FAILED,2024-07-26 23:10:00,2024-07-26 23:18:00,8,25,False,RC=12,2024-07-26
FX_RATE_LOAD,SUCCESS,2024-07-20 18:36:00,2024-07-20 18:41:00,5,10,False,,2024-07-20
CASH_FLOW_EXTRACT,SUCCESS,2024-03-10 14:11:00,2024-03-10 14:16:00,5,20,False,,2024-03-10
SLA_MONITOR_BATCH,SUCCESS,2024-04-18 14:20:00,2024-04-18 14:30:00,10,15,False,,2024-04-18
PERF_ATTR_JOB,ABENDED,2024-05-22 13:16:00,2024-05-22 13:19:00,3,45,False,ABEND S222,2024-05-22
PORTF_RPT_DAILY,FAILED,2024-01-27 11:14:00,2024-01-27 11:25:00,11,30,False,RC=8,2024-01-27
PERF_ATTR_JOB,LATE,2024-01-21 00:15:00,2024-01-21 01:17:00,62,45,True,,2024-01-21
COMPLIANCE_RPT,SUCCESS,2024-03-19 07:08:00,2024-03-19 07:43:00,35,55,False,,2024-03-19
NAV_CALC_BATCH,SUCCESS,2024-04-21 14:44:00,2024-04-21 15:05:00,21,50,False,,2024-04-21
PERF_ATTR_JOB,SUCCESS,2024-11-06 19:47:00,2024-11-06 19:59:00,12,45,False,,2024-11-06
PERF_ATTR_JOB,ABENDED,2024-06-08 03:37:00,2024-06-08 03:38:00,1,45,False,ABEND S0C7,2024-06-08
FX_RATE_LOAD,FAILED,2024-07-11 12:45:00,2024-07-11 12:47:00,2,10,False,RC=8,2024-07-11
FX_RATE_LOAD,FAILED,2024-11-17 07:06:00,2024-11-17 07:09:00,3,10,False,JCL ERROR,2024-11-17
PERF_ATTR_JOB,SUCCESS,2024-10-16 01:22:00,2024-10-16 02:01:00,39,45,False,,2024-10-16
POSITION_SYNC,FAILED,2024-02-05 16:41:00,2024-02-05 16:47:00,6,20,False,RC=8,2024-02-05
COMPLIANCE_RPT,SUCCESS,2024-09-07 03:27:00,2024-09-07 03:55:00,28,55,False,,2024-09-07
NAV_CALC_BATCH,RUNNING,2024-08-23 22:09:00,2024-08-23 22:41:00,32,50,False,,2024-08-23
INVEST_RECON_JOB,FAILED,2024-11-29 08:39:00,2024-11-29 08:57:00,18,45,False,ABEND S222,2024-11-29
RISK_CALC_JOB,SUCCESS,2024-10-30 08:20:00,2024-10-30 08:40:00,20,40,False,,2024-10-30
COMPLIANCE_RPT,LATE,2024-05-22 14:15:00,2024-05-22 16:03:00,108,55,True,,2024-05-22
RISK_CALC_JOB,SUCCESS,2024-12-08 12:21:00,2024-12-08 12:27:00,6,40,False,,2024-12-08
RISK_CALC_JOB,ABENDED,2024-04-03 15:13:00,2024-04-03 15:25:00,12,40,False,ABEND S0C7,2024-04-03
TRANS_LOG_PARSER,SUCCESS,2024-11-01 22:56:00,2024-11-01 23:09:00,13,25,False,,2024-11-01
DIVIDEND_PROC,SUCCESS,2024-04-07 02:15:00,2024-04-07 02:43:00,28,30,False,,2024-04-07
POSITION_SYNC,SUCCESS,2024-05-03 22:30:00,2024-05-03 22:45:00,15,20,False,,2024-05-03
TRADE_SETTLE_CHK,SUCCESS,2024-01-09 02:18:00,2024-01-09 02:30:00,12,35,False,,2024-01-09
POSITION_SYNC,FAILED,2024-06-05 21:37:00,2024-06-05 21:43:00,6,20,False,ABEND S222,2024-06-05
DIVIDEND_PROC,SUCCESS,2024-08-05 23:35:00,2024-08-05 23:50:00,15,30,False,,2024-08-05
TRANS_LOG_PARSER,FAILED,2024-05-18 09:16:00,2024-05-18 09:20:00,4,25,False,RC=8,2024-05-18
TRADE_SETTLE_CHK,SUCCESS,2024-03-02 23:34:00,2024-03-03 00:03:00,29,35,False,,2024-03-02
TRADE_SETTLE_CHK,SUCCESS,2024-04-20 23:30:00,2024-04-20 23:43:00,13,35,False,,2024-04-20
TRADE_SETTLE_CHK,SUCCESS,2024-09-25 19:18:00,2024-09-25 19:26:00,8,35,False,,2024-09-25
COMPLIANCE_RPT,SUCCESS,2024-04-26 11:11:00,2024-04-26 11:35:00,24,55,False,,2024-04-26
PORTF_RPT_DAILY,FAILED,2024-03-05 08:02:00,2024-03-05 08:03:00,1,30,False,JCL ERROR,2024-03-05
SLA_MONITOR_BATCH,FAILED,2024-03-05 20:55:00,2024-03-05 21:02:00,7,15,False,ABEND S222,2024-03-05
CASH_FLOW_EXTRACT,ABENDED,2024-10-20 09:30:00,2024-10-20 09:38:00,8,20,False,ABEND S222,2024-10-20
TRANS_LOG_PARSER,SUCCESS,2024-01-27 08:55:00,2024-01-27 09:15:00,20,25,False,,2024-01-27
CASH_FLOW_EXTRACT,ABENDED,2024-07-24 15:04:00,2024-07-24 15:14:00,10,20,False,RC=8,2024-07-24
INVEST_RECON_JOB,SUCCESS,2024-10-15 09:05:00,2024-10-15 09:25:00,20,45,False,,2024-10-15
CASH_FLOW_EXTRACT,SUCCESS,2024-08-01 19:38:00,2024-08-01 19:55:00,17,20,False,,2024-08-01
FX_RATE_LOAD,SUCCESS,2024-09-24 12:28:00,2024-09-24 12:36:00,8,10,False,,2024-09-24
SLA_MONITOR_BATCH,ABENDED,2024-08-07 09:36:00,2024-08-07 09:41:00,5,15,False,RC=8,2024-08-07
FX_RATE_LOAD,LATE,2024-02-20 06:40:00,2024-02-20 07:08:00,28,10,True,,2024-02-20
SLA_MONITOR_BATCH,FAILED,2024-03-21 07:11:00,2024-03-21 07:16:00,5,15,False,RC=8,2024-03-21
INVEST_RECON_JOB,SUCCESS,2024-08-18 22:38:00,2024-08-18 23:13:00,35,45,False,,2024-08-18
SLA_MONITOR_BATCH,SUCCESS,2024-05-27 22:18:00,2024-05-27 22:30:00,12,15,False,,2024-05-27
CASH_FLOW_EXTRACT,FAILED,2024-05-15 20:37:00,2024-05-15 20:41:00,4,20,False,ABEND S222,2024-05-15
CASH_FLOW_EXTRACT,SUCCESS,2024-11-27 04:58:00,2024-11-27 05:07:00,9,20,False,,2024-11-27
COMPLIANCE_RPT,SUCCESS,2024-01-31 05:50:00,2024-01-31 06:14:00,24,55,False,,2024-01-31
FX_RATE_LOAD,FAILED,2024-10-18 09:28:00,2024-10-18 09:29:00,1,10,False,ABEND S222,2024-10-18
TRADE_SETTLE_CHK,SUCCESS,2024-07-25 08:32:00,2024-07-25 08:54:00,22,35,False,,2024-07-25
RISK_CALC_JOB,SUCCESS,2024-11-02 01:56:00,2024-11-02 02:28:00,32,40,False,,2024-11-02
TRADE_SETTLE_CHK,SUCCESS,2024-05-08 00:05:00,2024-05-08 00:17:00,12,35,False,,2024-05-08
NAV_CALC_BATCH,ABENDED,2024-10-21 18:01:00,2024-10-21 18:26:00,25,50,False,ABEND S0C7,2024-10-21
FX_RATE_LOAD,SUCCESS,2024-03-30 15:33:00,2024-03-30 15:41:00,8,10,False,,2024-03-30
EOD_CLOSE_PROC,SUCCESS,2024-10-26 13:40:00,2024-10-26 14:47:00,67,70,False,,2024-10-26
CASH_FLOW_EXTRACT,SUCCESS,2024-07-28 10:20:00,2024-07-28 10:35:00,15,20,False,,2024-07-28
CASH_FLOW_EXTRACT,ABENDED,2024-06-17 13:44:00,2024-06-17 13:52:00,8,20,False,ABEND S0C7,2024-06-17
NAV_CALC_BATCH,LATE,2024-10-08 01:29:00,2024-10-08 02:29:00,60,50,True,,2024-10-08
TRANS_LOG_PARSER,SUCCESS,2024-02-29 12:55:00,2024-02-29 13:16:00,21,25,False,,2024-02-29
COMPLIANCE_RPT,LATE,2024-12-02 17:29:00,2024-12-02 18:55:00,86,55,True,,2024-12-02
PORTF_RPT_DAILY,SUCCESS,2024-07-04 19:48:00,2024-07-04 20:08:00,20,30,False,,2024-07-04
NAV_CALC_BATCH,SUCCESS,2024-01-27 06:17:00,2024-01-27 06:57:00,40,50,False,,2024-01-27
INVEST_RECON_JOB,RUNNING,2024-08-12 22:31:00,2024-08-12 22:43:00,12,45,False,,2024-08-12
PORTF_RPT_DAILY,LATE,2024-11-07 07:45:00,2024-11-07 08:30:00,45,30,True,,2024-11-07
SLA_MONITOR_BATCH,SUCCESS,2024-10-09 13:05:00,2024-10-09 13:13:00,8,15,False,,2024-10-09
COMPLIANCE_RPT,RUNNING,2024-08-24 03:41:00,2024-08-24 03:55:00,14,55,False,,2024-08-24
RISK_CALC_JOB,LATE,2024-05-29 16:45:00,2024-05-29 17:47:00,62,40,True,,2024-05-29
POSITION_SYNC,ABENDED,2024-08-29 07:29:00,2024-08-29 07:38:00,9,20,False,RC=12,2024-08-29
POSITION_SYNC,SUCCESS,2024-11-02 16:47:00,2024-11-02 17:06:00,19,20,False,,2024-11-02
INVEST_RECON_JOB,ABENDED,2024-05-21 13:21:00,2024-05-21 13:38:00,17,45,False,ABEND S0C7,2024-05-21
COMPLIANCE_RPT,SUCCESS,2024-06-01 18:37:00,2024-06-01 19:24:00,47,55,False,,2024-06-01
RISK_CALC_JOB,ABENDED,2024-08-16 17:30:00,2024-08-16 17:42:00,12,40,False,ABEND S0C7,2024-08-16
DIVIDEND_PROC,FAILED,2024-07-12 14:59:00,2024-07-12 15:05:00,6,30,False,RC=12,2024-07-12
TRADE_SETTLE_CHK,SUCCESS,2024-07-15 07:54:00,2024-07-15 08:23:00,29,35,False,,2024-07-15
POSITION_SYNC,SUCCESS,2024-08-30 22:58:00,2024-08-30 23:15:00,17,20,False,,2024-08-30
POSITION_SYNC,SUCCESS,2024-12-05 20:09:00,2024-12-05 20:21:00,12,20,False,,2024-12-05
PORTF_RPT_DAILY,SUCCESS,2024-10-29 10:55:00,2024-10-29 11:03:00,8,30,False,,2024-10-29
COMPLIANCE_RPT,ABENDED,2024-02-21 16:58:00,2024-02-21 17:13:00,15,55,False,RC=8,2024-02-21
TRADE_SETTLE_CHK,SUCCESS,2024-12-01 04:04:00,2024-12-01 04:24:00,20,35,False,,2024-12-01
PERF_ATTR_JOB,LATE,2024-06-22 19:44:00,2024-06-22 20:59:00,75,45,True,,2024-06-22
NAV_CALC_BATCH,SUCCESS,2024-06-17 21:54:00,2024-06-17 22:33:00,39,50,False,,2024-06-17
POSITION_SYNC,LATE,2024-11-16 22:56:00,2024-11-17 00:09:00,73,20,True,,2024-11-16
RISK_CALC_JOB,ABENDED,2024-01-19 19:04:00,2024-01-19 19:12:00,8,40,False,ABEND S0C7,2024-01-19
CLIENT_STMT_GEN,FAILED,2024-08-10 03:48:00,2024-08-10 04:09:00,21,60,False,RC=8,2024-08-10
RISK_CALC_JOB,SUCCESS,2024-06-02 00:02:00,2024-06-02 00:27:00,25,40,False,,2024-06-02
PERF_ATTR_JOB,SUCCESS,2024-07-02 11:27:00,2024-07-02 11:41:00,14,45,False,,2024-07-02
CLIENT_STMT_GEN,SUCCESS,2024-10-16 21:50:00,2024-10-16 22:06:00,16,60,False,,2024-10-16
INVEST_RECON_JOB,SUCCESS,2024-11-08 12:39:00,2024-11-08 12:59:00,20,45,False,,2024-11-08
RISK_CALC_JOB,RUNNING,2024-03-14 07:29:00,2024-03-14 07:50:00,21,40,False,,2024-03-14
RISK_CALC_JOB,SUCCESS,2024-01-05 14:57:00,2024-01-05 15:20:00,23,40,False,,2024-01-05
NAV_CALC_BATCH,SUCCESS,2024-02-07 14:22:00,2024-02-07 15:04:00,42,50,False,,2024-02-07
SLA_MONITOR_BATCH,SUCCESS,2024-08-05 22:16:00,2024-08-05 22:28:00,12,15,False,,2024-08-05
COMPLIANCE_RPT,SUCCESS,2024-07-15 15:06:00,2024-07-15 15:26:00,20,55,False,,2024-07-15
POSITION_SYNC,SUCCESS,2024-10-21 09:44:00,2024-10-21 09:53:00,9,20,False,,2024-10-21
PORTF_RPT_DAILY,LATE,2024-12-03 12:17:00,2024-12-03 12:52:00,35,30,True,,2024-12-03
FX_RATE_LOAD,ABENDED,2024-01-26 19:47:00,2024-01-26 19:51:00,4,10,False,ABEND S0C7,2024-01-26
PERF_ATTR_JOB,FAILED,2024-11-06 11:14:00,2024-11-06 11:35:00,21,45,False,RC=12,2024-11-06
FX_RATE_LOAD,SUCCESS,2024-12-03 21:53:00,2024-12-03 21:59:00,6,10,False,,2024-12-03
NAV_CALC_BATCH,SUCCESS,2024-11-17 20:02:00,2024-11-17 20:26:00,24,50,False,,2024-11-17
PERF_ATTR_JOB,SUCCESS,2024-10-23 11:46:00,2024-10-23 11:59:00,13,45,False,,2024-10-23
CASH_FLOW_EXTRACT,RUNNING,2024-06-16 23:26:00,2024-06-16 23:33:00,7,20,False,,2024-06-16
CLIENT_STMT_GEN,SUCCESS,2024-10-03 11:33:00,2024-10-03 12:10:00,37,60,False,,2024-10-03
EOD_CLOSE_PROC,SUCCESS,2024-03-25 08:58:00,2024-03-25 10:04:00,66,70,False,,2024-03-25
PERF_ATTR_JOB,SUCCESS,2024-06-22 03:29:00,2024-06-22 03:38:00,9,45,False,,2024-06-22
INVEST_RECON_JOB,FAILED,2024-04-25 21:46:00,2024-04-25 22:08:00,22,45,False,ABEND S222,2024-04-25
COMPLIANCE_RPT,ABENDED,2024-07-06 02:50:00,2024-07-06 03:03:00,13,55,False,RC=8,2024-07-06
SLA_MONITOR_BATCH,SUCCESS,2024-08-20 11:43:00,2024-08-20 11:52:00,9,15,False,,2024-08-20
FX_RATE_LOAD,SUCCESS,2024-11-22 11:06:00,2024-11-22 11:12:00,6,10,False,,2024-11-22
RISK_CALC_JOB,SUCCESS,2024-10-14 10:58:00,2024-10-14 11:17:00,19,40,False,,2024-10-14
NAV_CALC_BATCH,SUCCESS,2024-08-25 22:19:00,2024-08-25 23:05:00,46,50,False,,2024-08-25
POSITION_SYNC,SUCCESS,2024-01-24 01:19:00,2024-01-24 01:31:00,12,20,False,,2024-01-24
CASH_FLOW_EXTRACT,SUCCESS,2024-10-02 04:24:00,2024-10-02 04:36:00,12,20,False,,2024-10-02
TRANS_LOG_PARSER,FAILED,2024-12-22 17:26:00,2024-12-22 17:36:00,10,25,False,RC=12,2024-12-22
EOD_CLOSE_PROC,SUCCESS,2024-02-20 15:39:00,2024-02-20 16:36:00,57,70,False,,2024-02-20
SLA_MONITOR_BATCH,SUCCESS,2024-07-08 06:28:00,2024-07-08 06:40:00,12,15,False,,2024-07-08
CLIENT_STMT_GEN,ABENDED,2024-02-20 21:23:00,2024-02-20 21:41:00,18,60,False,ABEND S0C7,2024-02-20
